report_pid,title,report_start_time,report_end_time,open_file_date,type,report_owner,commodity
cr062651,"EPM 11169, 11676, 12023, 12285, 12290, 14033, 14434, 14520, SOLDIERS CAP PROJECT, COMBINED ANNUAL REPORT FOR PERIOD 1/4/2009 TO 31/3/2010",31/03/2009,30/03/2010,1/05/2015,permit-report-annual,EXCO RESOURCES LTD,copper
cr062655,"EPM 12863, JULIA CREEK OIL SHALE PROJECT, ANNUAL REPORT FOR PERIOD 22/2/2008 TO 21/2/2009",21/02/2008,20/02/2009,21/03/2014,permit-report-annual,ENVIRONMENTAL AND LICENSING PROFESSIONALS PTY LTD,oil-shale
cr062656,"EPM 12863, JULIA CREEK OIL SHALE PROJECT, ANNUAL REPORT FOR PERIOD 22/2/2009 TO 21/2/2010",21/02/2009,20/02/2010,21/03/2015,permit-report-annual,ENVIRONMENTAL AND LICENSING PROFESSIONALS PTY LTD,oil-shale
cr062657,"EPC 752, EXEVALE, ANNUAL REPORT FOR PERIOD ENDING 9/4/2010",9/04/2009,8/04/2010,9/05/2015,permit-report-annual,RAY SLATER AND ASSOCIATES PTY LTD,coal
cr062658,"MDL 385, KINGAROY UCG PROJECT, ANNUAL REPORT FOR PERIOD ENDING 28/2/2010",28/02/2009,27/02/2010,28/03/2015,permit-report-annual,MAPEX QUEENSLAND PTY LTD,coal
cr062672,"EPM 17010, BOREE CREEK, ANNUAL REPORT FOR PERIOD 18/4/2009 TO 17/4/2010",17/04/2009,16/04/2010,17/05/2015,permit-report-annual,INNOVATIVE ENERGY CONSULTING,"potassium,salt"
cr062696,"EPM 13855, 13869, 13903, 13904, MOUNT REMARKABLE PROJECT, COMBINED ANNUAL REPORT FOR PERIOD ENDING 31/3/2010",31/03/2009,30/03/2010,1/05/2015,permit-report-annual,HETHERINGTON EXPLORATION AND MINING TITLE SERVICES PTY LTD,"copper,uranium"
cr062698,"EPM 11541, GRANITE CREEK, ANNUAL REPORT FOR PERIOD ENDING 9/5/2010",9/05/2009,8/05/2010,9/06/2015,permit-report-annual,REPUBLIC GOLD LTD,"gold,tin,tungsten"
cr062706,"MDL 216, DAWSON, ANNUAL REPORT FOR PERIOD ENDING 30/4/2010",30/04/2009,29/04/2010,30/05/2015,permit-report-annual,ANGLO AMERICAN METALLURGICAL COAL PTY LTD,coal
cr062714,"EPC 683, MONTO WEST, ANNUAL REPORT FOR PERIOD ENDING 11/4/2010",11/04/2009,10/04/2010,11/05/2015,permit-report-annual,GIS GEOLOGY SERVICES,coal
cr062728,"MDL 349, KERLONG, ANNUAL REPORT FOR PERIOD 31/3/2009 TO 31/3/2010",30/03/2009,30/03/2010,1/05/2015,permit-report-annual,HETHERINGTON EXPLORATION AND MINING TITLE SERVICES PTY LTD,coal
cr062730,"MDL 308, WALLANBAH, ANNUAL REPORT FOR PERIOD 1/5/2009 TO 30/4/2010",30/04/2009,29/04/2010,30/05/2015,permit-report-annual,HETHERINGTON EXPLORATION AND MINING TITLE SERVICES PTY LTD,coal
cr062733,"EPM 16015, GREGORY, ANNUAL REPORT FOR PERIOD 12/3/2009 TO 22/3/2010",11/03/2009,21/03/2010,22/04/2015,permit-report-annual,TENEMENT ADMINISTRATION SERVICES,"silver,lead,zinc"
cr062735,"EPC 1469, EMERALD PROJECT, ANNUAL REPORT FOR PERIOD ENDING 7/4/2010",7/04/2009,6/04/2010,7/05/2015,permit-report-annual,FOSSIL GEOLOGICAL,coal
cr062747,"EPM 15952, STRATHBOGIE, ANNUAL REPORT FOR PERIOD ENDING 13/12/2009",13/12/2008,12/12/2009,13/01/2015,permit-report-annual,CLEVELAND MINERALS PTY LTD,"silver,gold"
cr062751,"EPM 3470, YAAMBA OIL SHALE PROJECT, ANNUAL REPORT FOR PERIOD 5/5/2009 TO 4/5/2010",4/05/2009,3/05/2010,4/06/2015,permit-report-annual,QUEENSLAND ENERGY RESOURCES LTD,oil-shale
cr062752,"EPM 3469, HERBERT CREEK OIL SHALE, ANNUAL REPORT FOR PERIOD 5/5/2009 TO 4/5/2010",4/05/2009,3/05/2010,4/06/2015,permit-report-annual,QUEENSLAND ENERGY RESOURCES LTD,oil-shale
cr062753,"EPM 3458, 3459, 3460, 10622, DUARINGA OIL SHALE DEPOSIT, COMBINED ANNUAL REPORT FOR PERIOD 29/4/2009 TO 28/4/2010",28/04/2009,27/04/2010,28/05/2015,permit-report-annual,QUEENSLAND ENERGY RESOURCES LTD,oil-shale
cr062757,"EPM 13667, PAJINGO SOUTH, ANNUAL REPORT FOR PERIOD ENDING 19/3/2010",19/03/2009,18/03/2010,19/04/2015,permit-report-annual,HETHERINGTON EXPLORATION AND MINING TITLE SERVICES PTY LTD,"silver,gold"
cr062758,"EPM 9453, 9680, MICLERE PROJECT, COMBINED ANNUAL REPORT FOR PERIOD ENDING 7/12/2009",7/12/2008,6/12/2009,7/01/2015,permit-report-annual,HETHERINGTON EXPLORATION AND MINING TITLE SERVICES PTY LTD,gold
cr062782,"MDL 359, BROADLEA, ANNUAL REPORT FOR PERIOD ENDING 30/4/2010",30/04/2009,29/04/2010,30/05/2015,permit-report-annual,RAY SLATER AND ASSOCIATES PTY LTD,coal
cr062794,"EPM 8693, TWIN HILLS, ANNUAL REPORT FOR PERIOD 6/3/2009 - 5/3/2010",17/05/2009,16/05/2010,17/06/2015,permit-report-annual,ELP PTY LTD,"silver,gold"
cr062795,"EPM 12012, WILLESBY, ANNUAL REPORT FOR PERIOD 6/4/2009 TO 5/4/2010",5/04/2009,4/04/2010,5/05/2015,permit-report-annual,ELP PTY LTD,"silver,gold"
cr062796,"EPM 14585, FRANKFIELD, ANNUAL REPORT FOR PERIOD ENDING 6/4/2010",6/04/2009,5/04/2010,6/05/2015,permit-report-annual,ELP PTY LTD,"silver,gold"
cr062798,"EPM 8506, 9056, 10266, 10833, 11004, ROSEBY COPPER PROJECT, COMBINED ANNUAL REPORT FOR PERIOD 1/3/2009 TO 28/2/2010",28/02/2009,27/02/2010,28/03/2015,permit-report-annual,UNIVERSAL RESOURCES LTD,"gold,copper"
cr062808,"EPM 16429, ROCKHAMPTON PROJECT, ANNUAL REPORT FOR PERIOD ENDING 24/10/2009",24/10/2008,23/10/2009,24/11/2014,permit-report-annual,ACCORD MINING PTY LTD,nickel
cr062811,"MDL 285, ALPHA PROJECT, ANNUAL REPORT FOR PERIOD 11/4/2009 TO 10/4/2010",10/04/2009,9/04/2010,10/05/2015,permit-report-annual,TENEMENT ADMINISTRATION SERVICES,coal
cr062823,"EPM 15558, INKERMAN, ANNUAL REPORT FOR PERIOD 2/5/2009 TO 1/5/2010",1/05/2009,30/04/2010,1/06/2015,permit-report-annual,TENEMENT ADMINISTRATION SERVICES,"ilmenite,leucoxene,rutile,zircon"
cr062828,"EPM 14498, MOUNT HEYCOCK, ANNUAL REPORT FOR PERIOD ENDING 15/1/2010",15/01/2009,14/01/2010,15/02/2015,permit-report-annual,HETHERINGTON EXPLORATION AND MINING TITLE SERVICES PTY LTD,gold
cr062829,"EPC 1245, ANNUAL REPORT FOR PERIOD 18/5/2009 TO 17/5/2010",17/05/2009,16/05/2010,17/06/2015,permit-report-annual,AMBRE ENERGY LIMITED,coal
cr062833,"EPM 13229, BALCOOMA EAST, ANNUAL REPORT FOR PERIOD ENDING 5/4/2010",5/04/2009,4/04/2010,5/05/2015,permit-report-annual,KAGARA ZINC LTD,"copper,lead,zinc"
cr062835,"EPC 1035, BELVEDERE WEST, ANNUAL REPORT FOR PERIOD ENDING 19/4/2010",19/04/2009,18/04/2010,19/05/2015,permit-report-annual,RAY SLATER AND ASSOCIATES PTY LTD,coal
cr062837,"EPM 14580, JEANNIE RIVER, ANNUAL REPORT FOR PERIOD ENDING 6/3/2010",6/03/2009,5/03/2010,6/04/2015,permit-report-annual,HETHERINGTON EXPLORATION & MINING TITLE SERVICES,"granite,quartz,sandstone"
cr062840,"EPM 15711 (RED BULL), 16184 (RED BULL 1A), COMBINED ANNUAL REPORT FOR PERIOD 22/4/2009 TO 21/4/2010",21/04/2009,20/04/2010,21/05/2015,permit-report-annual,CONSULTANT,"gold,copper,uranium"
cr062843,"EPC 1313, ALBERT RIVER PROJECT, ANNUAL REPORT FOR PERIOD ENDING 26/4/2010",26/04/2009,25/04/2010,26/05/2015,permit-report-annual,JORGENSEN GEOLOGICAL SERVICES PTY LTD,coal
cr062850,"EPM 14498, MOUNT HEYCOCK, ANNUAL REPORT FOR PERIOD ENDING 15/1/2009",15/01/2008,14/01/2009,15/02/2014,permit-report-annual,HETHERINGTON TITLE SERVICES,"gold,pyrite,quartz"
cr062856,"EPC 909, JAMBIN, ANNUAL REPORT FOR PERIOD ENDING 27/4/2010",27/04/2009,26/04/2010,27/05/2015,permit-report-annual,LINC ENERGY,coal
cr062863,"EPM 14753, D-TREE, ANNUAL REPORT FOR PERIOD ENDING 20/4/2010",20/04/2009,19/04/2010,20/05/2015,permit-report-annual,ELP PTY LTD,NA
cr062864,"EPC 1169, YAMALA EAST, ANNUAL REPORT FOR PERIOD ENDING 21/4/2010",21/04/2009,20/04/2010,21/05/2015,permit-report-annual,NORTHERN ENERGY CORPORATION LTD,NA
cr062879,"EPC 1623, BYMOUNT WEST, ANNUAL REPORT FOR PERIOD ENDING 26/4/2010",26/04/2009,25/04/2010,26/05/2015,permit-report-annual,JORGENSEN GEOLOGICAL SERVICES PTY LTD,coal
cr062883,"EPC 1150, FINAL REPORT FOR PERIOD ENDING 29/8/2009",28/08/2009,28/08/2009,29/08/2009,permit-report-final,TRI-STAR COAL COMPANY,coal
cr062885,"MDL 183, WINCHESTER SOUTH, ANNUAL REPORT FOR PERIOD ENDING 30/4/2010",30/04/2009,29/04/2010,30/05/2015,permit-report-annual,RIO TINTO COAL AUSTRALIA PTY LTD,coal
cr062887,"EPC 755, MORANBAH EAST, ISAAC PLAINS, ANNUAL REPORT FOR PERIOD ENDING 9/4/2010",9/04/2009,8/04/2010,9/05/2015,permit-report-annual,RAY SLATER AND ASSOCIATES PTY LTD,coal
cr062888,"EPM 15723, BOOMARRA PROJECT, ANNUAL REPORT FOR PERIOD 22/4/2009 TO 21/4/2010",21/04/2009,20/04/2010,21/05/2015,permit-report-annual,ISHINE INTERNATIONAL RESOURCES,copper
cr062890,"EPM 14422, MOUNT DROMEDARY, FINAL REPORT FOR PERIOD ENDING 29/3/2010",28/03/2010,28/03/2010,29/03/2010,permit-report-final,J.E. SIEMON PTY LTD,calcite
cr062892,"EPC 1296, ANNUAL REPORT FOR PERIOD ENDING 7/4/2010",7/04/2009,6/04/2010,7/05/2015,permit-report-annual,ELP PTY LTD,sandstone
cr062898,"EPC 1298, KILMAIN, ANNUAL REPORT FOR PERIOD ENDING 7/4/2010",7/04/2009,6/04/2010,7/05/2015,permit-report-annual,ELP PTY LTD,coal
cr062900,"EPC 1043, FINAL REPORT FOR PERIOD 22/2/2010",21/02/2010,21/02/2010,22/02/2010,permit-report-final,TRI-STAR COAL COMPANY,coal
cr062902,"EPM 10783 (SELWYN), 10908 (HORSESHOE), SELWYN GROUP TENEMENTS, COMBINED ANNUAL REPORT FOR PERIOD ENDING 31/3/2010",31/03/2009,30/03/2010,1/05/2015,permit-report-annual,IVANHOE AUSTRALIA LTD,"silver,gold,cobalt,copper,molybdenum,lead,zinc"
cr062922,"EPM 15356, BRACEWELL, ANNUAL REPORT FOR PERIOD ENDING 14/5/2010",14/05/2009,13/05/2010,14/06/2015,permit-report-annual,GROUNDWORK EMS PTY LTD,"clay,limestone"
cr062923,"ATP 755, SIX MONTHLY REPORT FOR PERIOD ENDING 1/6/2008",1/12/2007,31/05/2008,1/06/2013,permit-report-six-month,DEPARTMENT OF MINES AND ENERGY,petroleum
cr062932,"EPC 1000, NOGOA, ANNUAL REPORT FOR PERIOD ENDING 31/5/2007",31/05/2006,30/05/2007,1/07/2012,permit-report-annual,DEPARTMENT OF MINES AND ENERGY,coal
cr062936,"EPC 552, FINAL RELINQUISHMENT REPORT FOR AREA UNDER MDL 274",31/12/1998,31/12/1998,1/01/2004,permit-report-final-higher-tenure,DEPARTMENT OF MINES AND ENERGY,coking-coal
cr062940,"EPC 1204, ARCADIA, FINAL REPORT FOR PERIOD ENDING 5/11/2009",4/11/2009,4/11/2009,5/11/2009,permit-report-final,TENEMENT ADMINISTRATION SERVICES,coal
cr062942,"EPM 12121, GULLIVER EAST TENEMENT, ANNUAL REPORT FOR PERIOD 9/3/2008 TO 8/3/2009",8/03/2008,7/03/2009,8/04/2014,permit-report-annual,UNIVERSAL RESOURCES LTD,copper
cr062948,"EPM 15072, PILGRIM FAULT, ANNUAL REPORT FOR PERIOD ENDING 28/3/2010",28/03/2009,27/03/2010,28/04/2015,permit-report-annual,KRUCIBLE METALS LTD,"silver,gold,copper,molybdenum,phosphate-rock,uranium"
cr062951,"EPC 919, DOWNS PROJECT, ANNUAL REPORT FOR PERIOD ENDING 3/3/2010",3/03/2009,2/03/2010,3/04/2015,permit-report-annual,NEW HOPE COAL AUSTRALIA,coal
cr062953,"EPM 14179, RANGE CREEK, ANNUAL REPORT FOR PERIOD ENDING 24/11/2009",24/11/2008,23/11/2009,24/12/2014,permit-report-annual,MANTLE MINING CORPORATION LTD,"silver,gold,copper,lead,zinc"
cr062955,"EPM 12492, QUEEN SALLY TENEMENT, ANNUAL REPORT FOR PERIOD 9/3/2008 TO 8/3/2009",8/03/2008,7/03/2009,8/04/2014,permit-report-annual,UNIVERSAL RESOURCES LTD,"gold,copper"
cr062960,"EPM 9165, CHRISTIAN KRUCK, ANNUAL REPPORT FOR PERIOD ENDING 6/4/2010",6/04/2009,5/04/2010,6/05/2015,permit-report-annual,RESOLUTE MINING LIMITED,gold
cr062961,"EPM 14822, RIVER GUM TENEMENT, ANNUAL REPORT FOR PERIOD ENDING 9/4/2009",9/04/2008,8/04/2009,9/05/2014,permit-report-annual,UNIVERSAL RESOURCES LTD,"gold,copper"
cr062964,"EPM 14233, MOUNT GUIDE, ANNUAL REPORT FOR PERIOD ENDING 19/4/2010",19/04/2009,18/04/2010,19/05/2015,permit-report-annual,HETHERINGTON EXPLORATION AND MINING TITLE SERVICES PTY LTD,"silver,gold,copper,lead,uranium,zinc"
cr062965,"EPM 13249, LILLIPUT, ANNUAL REPORT FOR PERIOD 20/3/2008 TO 19/3/2009",19/03/2008,18/03/2009,19/04/2014,permit-report-annual,UNIVERSAL RESOURCES LTD,"gold,copper"
cr062967,"EPM 16072, MOUNT GARNET, ANNUAL REPORT FOR PERIOD 21/2/2008 TO 20/2/2009",20/02/2008,19/02/2009,20/03/2014,permit-report-annual,KAGARA ZINC LTD,"silver,copper,lead,zinc"
cr062974,"EPM 15126, BATTLE CREEK, ANNUAL REPORT FOR PERIOD 31/5/2009 TO 30/5/2010",30/05/2009,29/05/2010,30/06/2015,permit-report-annual,HETHERINGTON EXPLORATION AND MINING TITLE SERVICES PTY LTD,"copper,dolomite,pyrite,sandstone"
cr063101,"EPC 1130, KILLARNEY SOUTH, ANNUAL REPORT FOR PERIOD ENDING 1/5/2010",1/05/2009,30/04/2010,1/06/2015,permit-report-annual,COCKATOO COAL LTD,coal
cr063113,"EPM 13499, MOUNT RICHARDSON, ANNUAL REPORT FOR PERIOD ENDING 24/2/2010",24/02/2009,23/02/2010,24/03/2015,permit-report-annual,FME EXPLORATION SERVIES PTY LTD,gold
cr063114,"EPM 15396, ANNUAL REPORT FOR PERIOD ENDING 28/1/2010",28/01/2009,27/01/2010,28/02/2015,permit-report-annual,EXCO RESOURCES LTD,copper
cr063115,"EPC 1455, ANNUAL REPORT FOR PERIOD ENDING 7/4/2010",7/04/2009,6/04/2010,7/05/2015,permit-report-annual,ANGLO AMERICAN METALLURGICAL COAL PTY LTD,coal
cr063116,"EPM 15374, DULHUNTY, ANNUAL REPORT FOR PERIOD 22/9/2008 TO 21/9/2009",21/09/2008,20/09/2009,21/10/2014,permit-report-annual,MICHELLE KENNEDY,bauxite
cr063117,"EPC 1170, CHINCHILLA 2, ANNUAL REPORT FOR PERIOD ENDING 18/5/2010",18/05/2009,17/05/2010,18/06/2015,permit-report-annual,COCKATOO COAL LTD,coal
cr063141,"EPC 952, MOUNT COXENDEAN, ANNUAL REPORT FOR PERIOD ENDING 20/4/2010",20/04/2009,19/04/2010,20/05/2015,permit-report-annual,VALE EXPLORATION PTY LTD,coal
cr063148,"EPM 13901, WARWICK LIMESTONE, ANNUAL REPORT FOR PERIOD 20/3/2009 TO 19/3/2010",19/03/2009,18/03/2010,19/04/2015,permit-report-annual,UNIMIN AUSTRALIA LTD,limestone
cr063193,"EPM 13873, SIX MILE CREEK, ANNUAL REPORT FOR PERIOD 11/10/2008 TO 10/12/2009",10/10/2008,9/12/2009,10/01/2015,permit-report-annual,METALLICA MINERALS LTD,"silver,gold,zinc"
cr063198,"MDL 119, CHARTERS TOWERS GOLD PROJECT, ANNUAL REPORT FOR PERIOD ENDING 29/4/2010",29/04/2009,28/04/2010,29/05/2015,permit-report-annual,CHARTERS TOWERS GOLD PTY LTD,gold
cr063213,"EPM 14054, ANNUAL REPORT FOR PERIOD ENDING 23/8/2009",23/08/2008,22/08/2009,23/09/2014,permit-report-annual,MOGGIE MINING PTY LTD,rare-earth-element
cr063218,"EPC 813, DOGWOOD CREEK, ANNUAL REPORT FOR PERIOD ENDING 16/4/2010",16/04/2009,15/04/2010,16/05/2015,permit-report-annual,COCKATOO COAL LTD,coal
cr063219,"EPM 14040, KAHKO, ANNUAL REPORT FOR PERIOD ENDING 20/4/2010",20/04/2009,19/04/2010,20/05/2015,permit-report-annual,HETHERINGTON EXPLORATION & MINING TITLE SERVICES,"silver,gold,copper,diamond,graphite,magnetite,lead,uranium,zinc"
cr063222,"EPM 17001, ANNUAL REPORT FOR PERIOD ENDING 20/2/2010",20/02/2009,19/02/2010,20/03/2015,permit-report-annual,ELP PTY LTD,"copper,molybdenum"
cr063225,"EPM 9323, BALCOOMA, ANNUAL REPORT FOR PERIOD 13/4/2009 TO 12/4/2010",12/04/2009,11/04/2010,12/05/2015,permit-report-annual,KAGARA ZINC LTD,"gold,copper,lead,zinc"
cr063226,"EPM 15356, BRACEWELL, ANNUAL REPORT FOR PERIOD ENDING 14/5/2009",14/05/2008,13/05/2009,14/06/2014,permit-report-annual,GROUNDWORK EMS PTY LTD,"clay,limestone"
cr063229,"EPM 17002, ANNUAL REPORT FOR PERIOD ENDING 20/2/2010",20/02/2009,19/02/2010,20/03/2015,permit-report-annual,ELP PTY LTD,"copper,molybdenum"
cr063231,"EPM 14231, MALCOLM CREEK, FINAL REPORT FOR PERIOD 26/8/2004 TO 15/4/2010",25/08/2004,14/04/2010,15/04/2010,permit-report-final,NEWMONT AUSTRALIA LTD,gold
cr063256,"EPM 15343, DOOLOO CREEK, ANNUAL REPORT FOR PERIOD ENDING 20/6/2010",20/06/2009,19/06/2010,20/07/2015,permit-report-annual,OPAL HORIZON LTD,"gold,copper"
cr063258,"ATP 627, BRIEF REPORT ON THE ATP APPLICATION",19/01/2005,19/01/2005,20/01/2010,petroleum-report-other,DEPARTMENT OF MINES AND ENERGY,petroleum
cr063266,"EPM 14028, BAMFORD HILL, ANNUAL REPORT FOR PERIOD ENDING 9/6/2009",9/06/2008,8/06/2009,9/07/2014,permit-report-annual,METALLICA MINERALS LTD,"molybdenum,tungsten"
cr063270,"EPM 14222, MUNGANA NEWS, ANNUAL REPORT FOR PERIOD ENDING 6/2/2010",6/02/2009,5/02/2010,6/03/2015,permit-report-annual,ENVIRONMENTAL LICENSING PROFESSIONALS PTY LTD,gold
cr063278,"EPM 14381, GREENVALE SOUTH 2, ANNUAL REPORT FOR PERIOD 14/12/2008 TO 13/12/2009",13/12/2008,12/12/2009,13/01/2015,permit-report-annual,METALLICA MINERALS LTD,"cobalt,copper,nickel"
cr063285,"EPC 1166, DALBY WEST, ANNUAL REPORT FOR PERIOD ENDING 11/12/2009",11/12/2008,10/12/2009,11/01/2015,permit-report-annual,METROCOAL LTD,coal
cr063291,"EPM 13423, BOYNE LIMESTONE, ANNUAL REPORT FOR PERIOD 2/1/2009 TO 1/1/2010",1/01/2009,31/12/2009,1/02/2015,permit-report-annual,METALLICA MINERALS LTD,"lime,limestone"
cr063294,"EPC 1167, ROMA NORTH, ANNUAL REPORT FOR PERIOD ENDING 11/12/2009",11/12/2008,10/12/2009,11/01/2015,permit-report-annual,METROCOAL LTD,coal
cr063298,"EPC 1159, INJUNE CREEK, ANNUAL REPORT FOR PERIOD ENDING 11/12/2009",11/12/2008,10/12/2009,11/01/2015,permit-report-annual,METROCOAL LTD,coal
cr063301,"EPC 938, TIPTON SOUTH, ANNUAL REPORT FOR PERIOD ENDING 14/5/2010",14/05/2009,13/05/2010,14/06/2015,permit-report-annual,LINC ENERGY,coal
cr063308,"EPC 1620, BARFIELD, ANNUAL REPORT FOR PERIOD ENDING 19/5/2010",19/05/2009,18/05/2010,19/06/2015,permit-report-annual,P W GREGORY & ASSOCIATES PTY LTD,coal
cr063315,"EPM 16848, BARRAMUNDI, ANNUAL REPORT FOR PERIOD 19/3/2009 TO 18/3/2010",18/03/2009,17/03/2010,18/04/2015,permit-report-annual,TENEMENT ADMINISTRATION SERVICES,"silver,lead,zinc"
cr063318,"EPM 11538, PALMERVILLE, ANNUAL REPORT FOR PERIOD ENDING 9/5/2010",9/05/2009,8/05/2010,9/06/2015,permit-report-annual,REPUBLIC GOLD LTD,"gold,copper"
cr063325,"EPM 14803, JULIA CREEK VANADIUM AND MOLYBDENUM PROJECT, ANNUAL REPORT FOR PERIOD ENDING 12/6/2010",12/06/2009,11/06/2010,12/07/2015,permit-report-annual,INTERMIN RESOURCES LTD,molybdenum
cr063328,"EPC 1563, BYMONT, ANNUAL REPORT FOR PERIOD ENDING 15/5/2010",15/05/2009,14/05/2010,15/06/2015,permit-report-annual,AUSTWIDE MINING TITLE MANAGEMENT PTY LTD,coal
cr063329,"EPC 1431, WARWICK EAST, ANNUAL REPORT FOR PERIOD ENDING 14/5/2010",14/05/2009,13/05/2010,14/06/2015,permit-report-annual,AUSTWIDE MINING TITLE MANAGEMENT PTY LTD,coal
cr063331,"EPC 1531, ROLLESTON NORTH, ANNUAL REPORT FOR PERIOD ENDING 14/5/2010",14/05/2009,13/05/2010,14/06/2015,permit-report-annual,AUSTWIDE MINING TITLE MANAGEMENT PTY LTD,coal
cr063332,"EPM 14660, MOUNT OXIDE WEST, ANNUAL REPORT FOR PERIOD ENDING 2/1/2010",2/01/2009,1/01/2010,2/02/2015,permit-report-annual,HETHERINGTON EXPLORATION AND MINING TITLE SERVICES PTY LTD,"gold,lead,uranium,zinc"
cr063333,"EPC 1146, OBEN PARK CONSOLIDATED, ANNUAL REPORT FOR PERIOD ENDING 13/5/2010",13/05/2009,12/05/2010,13/06/2015,permit-report-annual,VALE EXPLORATION PTY LTD,coal
cr063334,"MDL 179, RUNDLE OIL SHALE PROJECT, ANNUAL REPORT FOR PERIOD 1/6/2010 TO 31/5/2010",30/05/2010,30/05/2010,1/07/2015,permit-report-annual,ESSO AUSTRALIA RESOURCES PTY LTD,oil-shale
cr063335,"EPM 15400, CLERMONT EAST, ANNUAL REPORT FOR PERIOD ENDING 2/4/2010",2/04/2009,1/04/2010,2/05/2015,permit-report-annual,OPAL HORIZON LTD,"gold,copper"
cr063336,"EPM 15967, RED HILL PROJECT, ANNUAL/PARTIAL RELINQUISHMENT/FINAL REPORT FOR PERIOD ENDING 20/6/2009",19/06/2009,19/06/2009,20/06/2009,permit-report-final,COLIN ROBINSON CONSULTING,gypsum
cr063337,"EPM 14962, CLERMONT WEST, ANNUAL REPORT FOR PERIOD ENDING 25/5/2010",25/05/2009,24/05/2010,25/06/2015,permit-report-annual,OPAL HORIZON LTD,"gold,copper"
cr063344,"EPM 17040, POLICE CREEK, ANNUAL REPORT FOR PERIOD 19/3/2009 TO 18/3/2010",18/03/2009,17/03/2010,18/04/2015,permit-report-annual,TENEMENT ADMINISTRATION SERVICES,"silver,lead,zinc"
cr063350,"EPM 11683 (BUSHMILL), 12376 (PHOENIX), 14234 (BROWNS CREEK), COMBINED ANNUAL REPORT FOR PERIOD ENDING 11/5/2010",11/05/2009,10/05/2010,11/06/2015,permit-report-annual,XSTRATA COPPER,copper
cr063353,"MDL 218, ANNUAL REPORT FOR PERIOD ENDING 31/3/2010",31/03/2009,30/03/2010,1/05/2015,permit-report-annual,ENSHAM RESOURCES PTY LTD,coal
cr063363,"EPM 14307, MOUNT OXIDE, ANNUAL REPORT FOR PERIOD ENDING 9/4/2010",9/04/2009,8/04/2010,9/05/2015,permit-report-annual,HETHERINGTON TITLE SERVICES,"silver,copper"
cr063364,"EPM 15597, MOUNT MAGNUS, ANNUAL REPORT FOR PERIOD ENDING 21/5/2010",21/05/2009,20/05/2010,21/06/2015,permit-report-annual,CONQUEST MINING LIMITED,"silver,gold"
cr063366,"MDL 187, ANNUAL REPORT FOR PERIOD ENDING 30/9/2007",30/09/2006,29/09/2007,30/10/2012,permit-report-annual,COCKATOO COAL LTD,coal
cr063368,"EPC 1191, BOX CREEK PROJECT, ANNUAL REPORT FOR PERIOD ENDING 27/2/2010",27/02/2009,26/02/2010,27/03/2015,permit-report-annual,HETHERINGTON EXPLORATION AND MINING TITLE SERVICES PTY LTD,coal
cr063373,"EPC 1206, PLANET DOWNS, ANNUAL REPORT FOR PERIOD ENDING 18/6/2010",18/06/2009,17/06/2010,18/07/2015,permit-report-annual,HETHERINGTON EXPLORATION & MINING TITLE SERVICES,coal
cr063388,"EPC 1203, FOREST VALE, ANNUAL REPORT FOR PERIOD ENDING 19/2/2010",19/02/2009,18/02/2010,19/03/2015,permit-report-annual,HETHERINGTON EXPLORATION AND MINING TITLE SERVICES PTY LTD,coal
cr063394,"EPC 1032, SPECULATION CREEK, ANNUAL REPORT FOR PERIOD ENDING 26/3/2010",26/03/2009,25/03/2010,26/04/2015,permit-report-annual,HETHERINGTON EXPLORATION AND MINING TITLE SERVICES PTY LTD,coal
cr063395,"EPC 1190, BENDOBA PROJECT, ANNUAL REPORT FOR PERIOD ENDING 16/4/2010",16/04/2009,15/04/2010,16/05/2015,permit-report-annual,HETHERINGTON EXPLORATION AND MINING TITLE SERVICES PTY LTD,coal
cr063397,"EPC 965, SPRINGVALE PROJECT, ANNUAL REPORT FOR PERIOD ENDING 15/2/2010",15/02/2009,14/02/2010,15/03/2015,permit-report-annual,HETHERINGTON EXPLORATION AND MINING TITLE SERVICES PTY LTD,coal
cr063403,"EPC 985, RED HILL, ANNUAL REPORT FOR PERIOD ENDING 28/11/2009",28/11/2008,27/11/2009,28/12/2014,permit-report-annual,HETHERINGTON EXPLORATION AND MINING TITLE SERVICES PTY LTD,coal
cr063415,"EPM 16047, WILLS CREEK, ANNUAL REPORT FOR PERIOD ENDING 30/1/2009",30/01/2008,29/01/2009,2/03/2014,permit-report-annual,MICHELLE KENNEDY,"gold,tin,zinc"
cr063417,"EPM 16047, WILLS CREEK, ANNUAL REPORT FOR PERIOD ENDING 30/1/2010",30/01/2009,29/01/2010,2/03/2015,permit-report-annual,MICHELLE KENNEDY,"gold,tin,zinc"
cr063419,"EPM 16931, MARLBOROUGH NICKEL PROJECT, ANNUAL REPORT FOR PERIOD 14/5/2009 TO 13/5/2010",13/05/2009,12/05/2010,13/06/2015,permit-report-annual,MURRAY ROY JEROME,limestone
cr063421,"EPM 15375, VRILYA, ANNUAL REPORT FOR PERIOD 22/10/2008 TO 21/10/2009",21/10/2008,20/10/2009,21/11/2014,permit-report-annual,MICHELLE KENNEDY,bauxite
cr063424,"EPC 1013, WALTON PROJECT, ANNUAL REPORT FOR PERIOD ENDING 15/12/2009",15/12/2008,14/12/2009,15/01/2015,permit-report-annual,HETHERINGTON EXPLORATION & MINING TITLE SERVICES,coal
